lemma|sentence_id|head_id|example_num|total_count|feats|case|number|proper|deprel|form|loc|loc_rel|parent_loc|pos|id_x|text|gpt_annotation
ovaalsaal|10382247|16656958|5|55|com,in,sg|in|sg|0|obl|ovaalsaalis|6|2||S|30760127|Alates jaanuarist alustab Jaan Tooming ovaalsaalis muinasjutupärastlõunate sarja , kus koos lastega mängitakse läbi muinasjutte .|LOC
vahepia|20092890|29439394|1|55|ad,com,sg|ad|sg|0|obl|vahepial|6|-1||S|53087718|laulge_kaasa: hia rock seal vahepial oli|NONE
vahepia|17286878|26533144|2|55|ad,com,sg|ad|sg|0|obl|vahepial|10|1||S|48558343|täiega tuus asi ainult jah see üks jalg jääb vahepial imelikult vähe kaugele taha .|NONE
vahepia|20728828|29741260|3|55|ad,com,sg|ad|sg|0|obl|vahepial|10|2||S|53538392|em80: mida kuradit .. ma ei saa siin vahepial sittagi aru|NONE
vahepia|19978569|29386059|4|55|ad,com,sg|ad|sg|0|obl|vahepial|7|2||S|53004161|dj_crule: ma sind ocisin siin vahepial|NONE
vahepia|19713696|29249574|5|55|ad,com,sg|ad|sg|0|obl|vahepial|7|2||S|52783581|MUNA: kuska mis teinud oled vahepial|NONE
radiaator|1438895|2289538|1|57|ad,com,sg|ad|sg|0|obl|radiaatoril|15|1||S|4254376|Juba hommikul , kui ma postkasti juurde läksin , olid teised platsis , aelesid radiaatoril ja viskasid laelambi pihta märki !|LOC
radiaator|3084783|4951886|2|57|com,el,sg|el|sg|0|obl|radiaatorist|9|4||S|9282583|"Nüüd põrutame lava taha , mööda riidenartsuga kaetud radiaatorist ja sisse uksest , mis kannab teateid "" To Stage ."|LOC
radiaator|11751889|18806557|3|57|com,in,sg|in|sg|0|obl|radiaatoris|17|-1||S|34709632|Midagi juhtub Mexico Cityst ligi tuhande kilomeetri kaugusel , kui oleme teel Tuxtla Gutierrezist Oaxacasse - radiaatoris hakkab vedelik keema .|LOC
radiaator|9473601|15208729|4|57|com,in,pl|in|pl|0|obl|radiaatorites|10|2||S|28135456|Kuni eilseni ei ületanud veetemperatuur Väike-Õismäe ja Mustamäe korterite radiaatorites 70 kraadi .|LOC
radiaator|2410432|3864645|5|57|com,el,sg|el|sg|0|obl|radiaatorist|6|1||S|7235617|""" Isegi kui tuli algas radiaatorist , siis hinnatakse seda elektrist süttimiseks ."|LOC
kriisipiirkond|79464|135372|1|58|com,in,pl|in|pl|0|obl|kriisipiirkondades|10|3||S|245332|Julgeoleku kaalutlustest lähtudes valitsevad aga ohud just Eesti võimalikes kriisipiirkondades , mis on suuremalt jaolt kõik piiriäärsed alad venekeelse elanikkonna ja mahajäänud traditsiooniliste tööstusharudega .|LOC
kriisipiirkond|2168655|3464284|2|58|com,in,sg|in|sg|0|obl|kriisipiirkonnas|25|2||S|6484320|Leedust Kosovos OSCE vaatlejana olnud inimene ütles BNS-ile , et OSCE missioon hakkas koolituselt puudunud Remsut taga otsima , kuna OSCE pöörab vaatlejate turvalisusele kriisipiirkonnas suurt tähelepanu .|LOC
kriisipiirkond|10917734|17484442|3|58|com,el,sg|el|sg|0|obl|kriisipiirkonnast|14|2||S|32251748|Kehtib aga põhimõte , et kui varjupaiga taotleja on saabunud Eestisse mitte otse kriisipiirkonnast , vaid mingi teise riigi kaudu , kus seda ohtu ei ole , siis saadetakse ta sinna teise riiki välja , näiteks Lätti .|LOC
kriisipiirkond|2744460|4402220|4|58|com,ill,pl|ill|pl|0|obl|kriisipiirkondadesse|5|1||S|8250021|Samas toetas Eesti sõdurite kriisipiirkondadesse välismissioonidele saatmist 50 % elanikest .|LOC
kriisipiirkond|9543528|15319172|5|58|com,ill,pl|ill|pl|0|obl|kriisipiirkondadesse|14|1||S|28331251|Tuleks tagada , et miinid ja lõhkeained ei väljuks kontrolli alt ega satuks kriisipiirkondadesse ja soovimatute isikute kätte .|LOC
Donetsk|11241821|18014173|1|60|ill,prop,sg|ill|sg|1|obl|Donetskisse|5|2||S|33219009|Kohtumiseks valmistudes saatis Levadia Donetskisse eelluurele treener Ants Kommusaare .|LOC
Donetsk|12696494|20313131|2|60|in,prop,sg|in|sg|1|obl|Donetskis|9|2||S|37540113|Kolmapäeval kaotas Levadia Meistrite Liiga teise eelringi avakohtumises Donetskis kohalikule Šahtarile 1 : 4 .|LOC
Donetsk|10361286|16625244|3|60|in,prop,sg|in|sg|1|obl|Donetskis|2|-1||S|30701760|Ukrainas Donetskis sündinud ning Eestis elu- ja töökohata elanud Nezhelski mõisteti eile süüdi kahe mehe ja ühe naise tapmises .|LOC
Donetsk|1081781|1720054|4|60|in,prop,sg|in|sg|1|obl|DONETSKIS|3|1||S|3171055|KÕRB SAI DONETSKIS NIMELISE KULDMEDALI|LOC
Donetsk|12812630|20496278|5|60|in,prop,sg|in|sg|1|obl|Donetskis|9|2||S|37886604|Jalgpalli Meistrite liiga 2 . eelringis kaotas Maardu Levadia Donetskis kohalikule Šahtarile 1 : 4 .|LOC
taksofirma|3991307|6424674|1|60|abl,com,sg|abl|sg|0|obl|taksofirmalt|10|3||S|11999291|27. veebruaril kell 9.50 tellis Salme oma mehe mobiiltelefoniga taksofirmalt SV Takso sõiduki , välja minnes võttis ta kaasa ID-kaardi ja see oli viimane kord , kui abikaasa Kalju naist nägi .|NONE
taksofirma|10646808|17064003|2|60|abl,com,sg|abl|sg|0|obl|taksofirmalt|7|2||S|31498861|Kaks samasugust Mercedest viisid röövlid Esra taksofirmalt augustis .|NONE
taksofirma|2943600|4719585|3|60|all,com,sg|all|sg|0|obl|taksofirmale|25|1||S|8854593|Ta ütles , et tema kartuse kohaselt pidi seadeldis plahvatama siis , kui ta korterist välja astub , sest ta oli telefonis just öelnud taksofirmale , et hakkab alla minema .|NONE
taksofirma|18468424|27974415|4|60|all,com,sg|all|sg|0|obl|taksofirmale|9|1||S|50837346|Kui ma sõidan taksoga , mis kuulub nt . taksofirmale Takso , siis pole mul mingit kohustust rõhutada teenusepakkuja organisatoorset-legaalset kuuluvust mingi äriregistri vms kirje juurde , vaid ma võin rõhutada täpselt seda , mida ma tahan .|NONE
taksofirma|13625251|21787593|5|60|all,com,sg|all|sg|0|obl|taksofirmale|6|2||S|40314724|Haapsalu linnavalitsuse andmeil kuulub linnas taksofirmale üks takso , ülejäänud 20 taksojuhti on füüsilisest isikust ettevõtjad ( FIE ) , kes jagunevad kolme taksofirma juurde .|NONE
või|7583166|12170053|1|60|com,el,sg|el|sg|0|obl|võist|11|5||S|22638523|Pea eksponaadiks saab ilmselt 16si lind riline mäkke tõu su võist lu seks kohandatud GP-auto .|NONE
või|8747558|14042016|2|60|com,el,sg|el|sg|0|obl|võist|11|-1||S|25993071|Pärtel ei osanud öelda , kui suure osa tähtaja ületanud võist jõudis ÜM tegelikult töödelda ja eksportida .|NONE
või|5263275|8443051|3|60|com,el,sg|el|sg|0|obl|võist|2|1||S|15780596|Valmista võist , suhkrust ja kaerahelvestest puru ning puista õuntele .|NONE
või|13886564|22143839|4|60|com,el,sg|el|sg|0|obl|võist|7|1||S|40972610|Lihtsustatult öeldes langetati otsus : loobume võist kahurite nimel .|NONE
või|20512254|29632718|5|60|com,el,sg|el|sg|0|obl|võist|5|1||S|53376603|rebecca: niin käivad võist ainult jobud ( peaaegu )|NONE
kontserdireis|11387194|18246831|1|61|all,com,pl|all|pl|0|obl|kontserdireisidele|5|1||S|33652598|Plaadiesitlused on neid viinud kontserdireisidele kõikidesse maailmajagudesse ning populaarseimatesse tele- ja raadioshow'desse Suurbritannias ja Ameerika Ühendriikides .|NONE
kontserdireis|17228706|26451360|2|61|all,com,sg|all|sg|0|obl|kontserdireisile|2|1||S|48426202|Lähen kontserdireisile alles sügisel .|NONE
kontserdireis|5553089|8903674|3|61|ad,com,sg|ad|sg|0|obl|kontserdireisil|7|-1||S|16654164|""" Kui me seal bändiga kevadel kontserdireisil käisime , tehti meile kõigile ettepanek ."|NONE
kontserdireis|8066698|12945194|4|61|abl,com,sg|abl|sg|0|obl|kontserdireisilt|7|2||S|24035201|Sama päeva hommikul saabus ansambel oma kontserdireisilt New Yorgist , esitlusel ei paistnud aga reisiväsimusest enam jälgegi - kokkutulnutele mängiti naljaga pooleks ka üks  unplugged  lugu .|NONE
kontserdireis|11613860|18593209|5|61|all,com,sg|all|sg|0|obl|kontserdireisile|6|2||S|34306802|Sel nädalal sõidab Anne Veski kontserdireisile Jakutskisse .|NONE
noortemaja|2194174|3507213|1|61|com,in,sg|in|sg|0|obl|noortemajas|2|-1||S|6565496|Nõmme noortemajas tegutseb ka automudelite ring .|LOC
noortemaja|16777905|25817734|2|61|com,in,sg|in|sg|0|obl|noortemajas|14|2||S|47346733|Sellesama lauluga võitis tüdruk 29 osalejale korraldatud erivajadustega laste ja noorte lauluvõistluse Kanutiaia noortemajas .|LOC
noortemaja|11639792|18632236|3|61|com,in,sg|in|sg|0|obl|Noortemajas|11|1||S|34380822|Hetkel on ta Estonia teatris lavastaja assistent ning juhendab Kanutiaia Noortemajas näiteringi .|LOC
noortemaja|4937242|7927268|4|61|com,in,sg|in|sg|0|obl|Noortemajas|5|1||S|14802133|Sellest sügisest alustab Kanutaia Noortemajas tööd ka 7-8-aastaste poiste klubi .|LOC
noortemaja|11388506|18248752|5|61|com,el,sg|el|sg|0|obl|noortemajast|3|-3||S|33656343|Muide Nõmme noortemajast on alguse saanud mitu noortebändi .|LOC
sõidurada|2040774|3257845|1|62|ad,com,pl|ad|pl|0|obl|sõiduradadel|1|-2||S|6097692|sõiduradadel , nende neljarattalised vaenlased ukerdasid aeglasekski|LOC
sõidurada|4556174|7323467|2|62|ad,com,sg|ad|sg|0|obl|sõidurajal|17|-1||S|13664384|6 juunil kella 11.41 ajal toimus liiklusõnnetus Tallinnas Järvevana teel tagasipöörde koha juures , kus teisel sõidurajal liikunud sõiduauto Subaru , mida juhtis Mark ( s 1962 ) sõitis tagant otsa sõiduki VW Sharan , mida juhtis Hain ( s 1972 ) haakes olevale järelhaagisele Tiki Treiler .|LOC
sõidurada|6981161|11215359|3|62|all,com,sg|all|sg|0|obl|sõidurajale|7|2||S|20918755|Kollase helkurvestiga Tiivel läks sõidutee teisele sõidurajale ning andis seal kihutavale autole peatumismärguande .|LOC
sõidurada|3729872|6006859|4|62|ad,com,sg|ad|sg|0|obl|sõidurajal|15|5||S|11225531|Need asuvad Paldiski maanteel , sadakond meetrit enne Haabersti ringteed linnast väljuval äärmisel parempoolsel sõidurajal .|LOC
sõidurada|685459|1090249|5|62|ad,com,sg|ad|sg|0|obl|Sõidurajal|1|-1||S|1967905|Sõidurajal möödus Teder esimesel ringil Salumäest ning kaotas lõpuks Vikile ajaliselt 30 sekundiga .|LOC
ribi|4556257|7323636|1|63|com,ill,pl|ill|pl|0|obl|ribidesse|10|3||S|13664784|Aga mees olnud ise süüdi - virutas õele jalaga ribidesse .|LOC
ribi|2162139|3453978|2|63|com,ill,pl|ill|pl|0|obl|ribidesse|17|1||S|6465196|Ja marjamaal endalgi käib kõva trügimine , tihedasti täistrukitud seintel hingavad maalid üksteisele kuklasse ja taovad ribidesse ; nii mõnigi õrnake koloriit haihtus lärmava naabri krellis värvimöllus .|NONE
ribi|13973615|22244867|3|63|com,ill,pl|ill|pl|0|obl|ribidesse|25|5||S|41153968|Rahvusvaheline Jalgpalliföderatsioon FIFA uurib video- ja pildimaterjale , mis tõestavad , et Portugali ründaja Joao Pinto lõi mängus Lõuna-Koreaga pärast eemaldamist kohtunik Angel Sanchezile ribidesse .|NONE
ribi|7337907|11773239|4|63|com,ill,pl|ill|pl|0|obl|ribidesse|7|4||S|21927092|Andsin neile püssikabaga paar ergutavat nähvakat ribidesse , et siis paksu topeltplekiga vooderdatud uks , klõmdi , kinni lüüa .|NONE
ribi|7038231|11306933|5|63|com,ill,pl|ill|pl|0|obl|ribidesse|7|2||S|21085862|""" Kurat , ära tao küünarnukiga ribidesse ! """|NONE
soomaa|12286784|19668391|1|63|all,com,sg|all|sg|0|obl|Soomaale|18|-5||S|36325644|“ Siin võib olla õli- ja kütusereostuse probleem , kuid veetaimestik on praegu nii lopsakas , et Soomaale ei ole veel midagi jõudnud , ” ütles ta .|LOC
soomaa|11529120|18463640|2|63|all,com,sg|all|sg|0|obl|Soomaale|5|1||S|34061475|Reporteridfotograafid ja telemehed kihutasid Soomaale , kus politseinik maha lasti .|LOC
soomaa|2406048|3857292|3|63|ad,com,sg|ad|sg|0|obl|Soomaal|18|1||S|7221854|"Olen ju pigem iseõppija olnud , "" tunnistab viis aastat pildistamisega tõsiselt tegelnud naine , kes korraldab Soomaal ka fotolaagreid ."|LOC
soomaa|1885527|3003886|4|63|all,com,sg|all|sg|0|obl|Soomaale|3|1||S|5616365|Taani annab Soomaale 12 miljonit|LOC
soomaa|4332765|6970127|5|63|ad,com,sg|ad|sg|0|obl|Soomaal|11|-3||S|13010358|Eestlased on lihtsalt ära harjunud hundikarjade ning sookurgedega , kes Soomaal kohati nii madalalt lendavad , et metsavahi õues seistes hakkad kartma - äkki lendavad korstna maha .|LOC
sõja-aasta|3696500|5952621|1|63|ad,com,pl|ad|pl|0|obl|Sõja-aastail|1|-1||S|11125190|"Sõja-aastail tuli käibele uus piirang , nimelt kehtestati viina-müügil talongid , lõplikult kadusid "" viinakaardid "" käibelt alles 1971. aastal ."|NONE
sõja-aasta|8906895|14317344|2|63|com,el,pl|el|pl|0|obl|sõja-aastaist|13|-1||S|26515061|"Sest kõik , mis ta "" Tallinna "" kohvilauas oli möödaminnes oma sõja-aastaist rääkinud , oli tekitanud mus kujutluse : viibinuks ta 44-nda kurikuulsal märtsiööl oma praeguses Tallinna-korteris ( aga tema oli viibinud sel ajal hoopis Kuressaares või Haapsalus mudaravil ) – jaa , kui ta viibinuks oma praeguses Tallinna pööningukorteris ühe põleva ja ühe pommitabatud kiriku vahel – minu kujutluse järgi oleks ta surunud endale vateeritud siidist kohvikannumütsi sügavale pähe , et kaitsta kõrvu pommiplahvatuste müra ja ennast pommide eest – ning öelnud , kui pommitamine oli viimaks möödas : aga nüüd pean ma vabandama – kohvi tuleb ajada uuesti kuumaks ..."|NONE
sõja-aasta|13385835|21411110|3|63|ad,com,pl|ad|pl|0|obl|sõja-aastatel|3|-1||S|39612972|Juba varasematel sõja-aastatel hämmastas venelasi Saksa allveelaevade uskumatult täpne navigeerimine Soome ranniku saarterägas .|NONE
sõja-aasta|7340753|11778221|4|63|ad,com,pl|ad|pl|0|obl|sõja-aastatel|6|-1||S|21936922|Pastlanahka osteti poest , kuid sõja-aastatel jäid kauplused tühjaks ning seepärast hakati taludes ise loomanahku parkima .|NONE
sõja-aasta|2858173|4583122|5|63|com,el,pl|el|pl|0|obl|sõja-aastatest|3|1||S|8596047|Juttu tuleb sõja-aastatest , Kultase kohviku natsionaliseerimisest , küüditamisest , vangi-põlvest Vorkuta ja Uhta vangilaagrites ning naasmisest kodumaale 1960. aastal .|NONE
Holmenkollen|3743058|6028020|1|65|in,prop,sg|in|sg|1|obl|Holmenkollenis|4|2||S|11265133|MK-võistlused jätkuvad täna Holmenkollenis vabastiili pikkade distantsidega , mehed läbivad 50 ja naised 30 km .|LOC
Holmenkollen|14936046|23448507|2|65|in,prop,sg|in|sg|1|obl|Holmenkollenis|20|-1||S|43308028|MM-hõbe Jaak Mae maratoni eriti ei armasta , kuid uskus , et edukas MM võtab pinged maha : « Holmenkollenis suusatan vist viiendat korda .|LOC
Holmenkollen|478017|750832|3|65|ill,prop,sg|ill|sg|1|obl|Holmenkollenisse|16|2||S|1310955|Eile , kui teised Falunis võistelnud eestlased MK-sarja lõpetanutena koju tagasi pöördusid , sõitis Kristina Holmenkollenisse viimaseks etapiks valmistuma .|LOC
Holmenkollen|3742714|6027509|4|65|in,prop,sg|in|sg|1|obl|Holmenkollenis|32|1||S|11264179|HOLMENKOLLEN , 28. veebruar ( EPLO ) - Reedel kõhugrippi jäänud Kristina Šmigun oli nõrkuse tõttu sunnitud pooleli jätma Oslo 30 km vabatehnikasõidu ja langes MK-sarja üldarvestuses neljandaks , võidu võttis Holmenkollenis Julija Tšepalova .|LOC
Holmenkollen|13595165|21738887|5|65|in,prop,sg|in|sg|1|obl|Holmenkollenis|1|-2||S|40226622|Holmenkollenis naiste 30 km klassikasõidus sai hooaja esimese võidu venelanna Larissa Lazutina , edestades Bente Skarit minutiga .|LOC
taandumine|1677768|2671931|1|65|com,el,sg|el|sg|0|obl|taandumisest|12|2||S|4983763|Mõned tunnid enne kõneluste algust teatas Addis Abeba oma vägede osalisest taandumisest Eritrea aladelt .|NONE
taandumine|10256973|16459300|2|65|com,el,sg|el|sg|0|obl|taandumisest|9|1||S|30398726|Tõsi , osa tema lisahäältest tuleneb Rahvaerakonna vabatahtlikust taandumisest , mis vabastab Isamaaliidule senisest avarama laigu poliitilisel maastikul .|NONE
taandumine|12559656|20099783|3|65|all,com,sg|all|sg|0|obl|taandumisele|6|-3||S|37137933|Ida ja lääne totaalsete vastasseisude taandumisele vaatamata pole vaibunud lääne huvi endisest sotsleerist pärit hämmastavate fenomenide vastu .|NONE
taandumine|7207658|11593048|4|65|all,com,sg|all|sg|0|obl|Taandumisele|1|-1||S|21612304|Taandumisele mõtlevat ka meeste koondise toetaja Rautia .|NONE
taandumine|16554186|25529856|5|65|com,el,sg|el|sg|0|obl|taandumisest|20|1||S|46861362|“ No ei kao see valu ! ” ahastas Mart Poom eile vastuseks küsimusele , kas leidub märke õlavigastuse taandumisest .|NONE
tardumus|9544956|15321613|1|65|com,el,sg|el|sg|0|obl|tardumusest|36|1||S|28335590|Igale piletile oli trükitud suurelt , et kahekümneaastase neiu turnee nimi on “ Storm On ” , viidates kuulajas tormi ja edasi tormamise tunde tekitamisele , sisendades hinnangut edukusest ja ründavast hoiakust , mis äratab tardumusest .|NONE
tardumus|5627832|9024613|2|65|com,el,sg|el|sg|0|obl|tardumusest|6|1||S|16881305|"Mis toob "" haridussüsteemi nõukogudeaegsest tardumusest välja "" , ei oska ma arvata ."|NONE
tardumus|11534415|18471553|3|65|com,el,sg|el|sg|0|obl|tardumusest|4|2||S|34076766|Tasapisi sai Agassi tardumusest üle , ta vastupanu kasvas ja hoolimata Medvedevi visast vastupanust võitis Agassi kolm järgmist setti 6 : 4 , 6 : 3 , 6 : 4 .|NONE
tardumus|12129045|19419251|4|65|com,el,sg|el|sg|0|obl|tardumusest|29|-1||S|35861459|Kui inimene on oma eluga ummikus ja arutult käitunud , tuleb teda küll lohutada , kuid vahel tuleb anda väike müks , et ta silmad lahti teeks , tardumusest ärkaks ja tegutsema hakkaks .|NONE
tardumus|16388222|25329974|5|65|com,el,sg|el|sg|0|obl|tardumusest|2|1||S|46521174|Ärgake tardumusest ja ärge kartke muutuda – see kehtib kõikide päikesemärkide kohta , ” jagab astroloog Edda Paukson õpetusi ja tunnistab , et viimastel nädalatel heliseb tema kodutelefon vahetpidamata .|NONE
Põhja-Aafrika|737415|1174936|1|67|in,prop,sg|in|sg|1|obl|Põhja-Aafrikas|13|-1||S|2130584|Ka mujal põhjapoolkeral polnud ilm kiita - Niagara kosk olevat jäätunud , Põhja-Aafrikas ja Sitsiilias tuli paksu lund .|LOC
Põhja-Aafrika|7445306|11953961|2|67|el,prop,sg|el|sg|1|obl|Põhja-Aafrikast|4|2||S|22254665|Näiteks tulevad Euroopasse Põhja-Aafrikast illegaalsed põgenikud Hispaania , Malta ja teiste riikide kaudu Euroopasse .|LOC
Põhja-Aafrika|5699463|9141280|3|67|el,prop,sg|el|sg|1|obl|Põhja-Aafrikast|21|1||S|17101643|MADRID , 15. oktoober ( EPLO ) - Vähemalt neli inimest hukkus kui Hispaanias varises kokku maja , milles elasid Põhja-Aafrikast pärid immigrandid .|LOC
Põhja-Aafrika|6339955|10187418|4|67|in,prop,sg|in|sg|1|obl|Põhja-Aafrikas|6|-1||S|19045776|Samas jõudsid Matsallu erakordselt vara Põhja-Aafrikas talvituvad sookured , lausus Mägi .|LOC
Põhja-Aafrika|6081055|9760868|5|67|in,prop,sg|in|sg|1|obl|Põhja-Aafrikas|8|2||S|18257294|Eesti Mereinstituudi vanemteadur Ülo Suursaar kirjutab haaravalt Põhja-Aafrikas , peamiselt Maroko aladel elavast kõrberahvast berberitest , ja Tartu Ülikooli molekulaar- ja rakubioloogia instituudi lektor Urmas Kokassaar peatub põhjalikult teemal , miks on kasulik nätsu närida .|LOC
moenädal|12147280|19449832|1|67|ad,com,sg|ad|sg|0|obl|moenädalal|2|-1||S|35918833|Miami moenädalal valitsesid naiselikud fassongid , endistviisi võidutses korsett .|NONE
moenädal|13575339|21706893|2|67|ad,com,sg|ad|sg|0|obl|moenädalal|2|-1||S|40166155|Pariisi moenädalal tutvustasid kogu maailma tippkunstnikud oma arusaama sellest , kuidas moeteadlik naine peaks end 2000 . aasta saabudes riietama .|NONE
moenädal|9219067|14816295|3|67|all,com,sg|all|sg|0|obl|moenädalale|7|1||S|27431965|Iirlasest moekunstnik Phillip Treacy pani Londoni moenädalale oma kübaradraamaga väärika punkti .|NONE
moenädal|11952278|19127230|4|67|all,com,sg|all|sg|0|obl|Moenädalale|1|-1||S|35314479|Moenädalale lisab elevust supermodell Kate Mossi rivaalitsemine teise noore ema Claudia|NONE
moenädal|20936|35920|5|67|ad,com,sg|ad|sg|0|obl|moenädalal|11|-2||S|65595|Toomas Volkmann aga väidab , et ta on New Yorgi moenädalal ise näinud , kuidas Carmen Kass saadab ka välismaa ajakirjanikke minema .|NONE
kuut|5235740|8399665|1|69|com,in,sg|in|sg|0|obl|kuudis|6|1||S|15697554|Ematiiger ei taha poegadega palavas kuudis olla ja keegi ei tea , kas ta neid üldse söödab , nentis Saluneem .|LOC
kuut|15821742|24639755|2|69|com,el,sg|el|sg|0|obl|kuudist|4|-2||S|45374263|Mis me sest kuudist siis ehitasime : ) ?|LOC
kuut|15821773|24639802|3|69|com,el,sg|el|sg|0|obl|kuudist|4|-2||S|45374356|Mis me sest kuudist siis ehitasime : ) ?|LOC
kuut|3993356|6427967|4|69|com,in,pl|in|pl|0|obl|kuutides|7|-1||S|12005497|Hoiupaiga juhataja Ainike Nõmmisto sõnul vajavad kuutides elavad loomad kedagi , kes nendega aeg-ajalt tegeleks ja vabasse õhku väikesele jalutuskäigule viiks .|LOC
kuut|11269629|18061064|5|69|com,in,sg|in|sg|0|obl|Kuudis|1|-1||S|33308153|Kuudis lebas üks ilmselt napsitanud , kuid juba kaineks saanud umbes 40-aastane kohalik mees , kes siis , kui ta üles aeti , purustas naise käeluu , rääkis Lääne-Viru politsei pressiesindaja Harri Pilt .|LOC
